"Tabela 6806 - Domicílios particulares permanentes ocupados, por existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio e por tipo de esgotamento sanitário"
"Variável - Domicílios particulares permanentes ocupados (Unidades)"
"Nível";"Cód.";"Município";"Tipo de esgotamento sanitário";"Ano x Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio"
"Nível";"Cód.";"Município";"Tipo de esgotamento sanitário";"2022"
"Nível";"Cód.";"Município";"Tipo de esgotamento sanitário";"Total";"Tinham banheiro de uso exclusivo do domicílio";"Tinham banheiro de uso exclusivo do domicílio - 1 banheiro";"Tinham banheiro de uso exclusivo do domicílio - 2 banheiros";"Tinham banheiro de uso exclusivo do domicílio - 3 banheiros";"Tinham banheiro de uso exclusivo do domicílio - 4 banheiros ou mais";"Apenas banheiro de uso comum a mais de um domicílio";"Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno";"Não tinham banheiro nem sanitário"
"MU";"3303708";"Paraíba do Sul (RJ)";"Rede geral ou pluvial";"78,76735";"78,67526";"55,19305";"17,99645";"4,00579";"1,47997";"0,06578";"0,02631";"-"
"MU";"3303708";"Paraíba do Sul (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"2,40084";"2,39426";"1,32869";"0,89456";"0,13155";"0,03947";"0,00658";"-";"-"
"MU";"3303708";"Paraíba do Sul (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"4,80826";"4,80826";"3,20989";"1,05242";"0,36177";"0,18417";"-";"-";"-"
"MU";"3303708";"Paraíba do Sul (RJ)";"Fossa rudimentar ou buraco";"4,15707";"4,13734";"2,98625";"0,90114";"0,17102";"0,07893";"0,01316";"0,00658";"-"
"MU";"3303708";"Paraíba do Sul (RJ)";"Vala";"2,07854";"2,06538";"1,64441";"0,32888";"0,09209";"-";"0,00658";"0,00658";"-"
"MU";"3303708";"Paraíba do Sul (RJ)";"Rio, lago, córrego ou mar";"7,66954";"7,66954";"5,49234";"1,80228";"0,28284";"0,09209";"-";"-";"-"
"MU";"3303708";"Paraíba do Sul (RJ)";"Outra forma";"0,11182";"0,10524";"0,08551";"0,00658";"0,01316";"-";"0,00658";"-";"-"
"MU";"3303708";"Paraíba do Sul (RJ)";"Não tinham banheiro nem sanitário";"0,00658";"-";"-";"-";"-";"-";"-";"-";"0,00658"
"MU";"3303807";"Paraty (RJ)";"Total";"100,00000";"99,25641";"65,42942";"25,35630";"6,06643";"2,40426";"0,50812";"0,15491";"0,08056"
"MU";"3303807";"Paraty (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"17,71595";"17,69116";"11,05465";"5,27946";"1,14017";"0,21688";"0,02479";"-";"-"
"MU";"3303807";"Paraty (RJ)";"Rede geral ou pluvial";"12,25059";"12,24439";"7,39869";"3,89763";"0,81795";"0,13013";"0,00620";"-";"-"
"MU";"3303807";"Paraty (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"5,46536";"5,44677";"3,65597";"1,38183";"0,32222";"0,08675";"0,01859";"-";"-"
"MU";"3303807";"Paraty (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"69,29607";"68,89330";"45,83592";"16,89181";"4,24464";"1,92093";"0,36560";"0,03718";"-"
"MU";"3303807";"Paraty (RJ)";"Fossa rudimentar ou buraco";"11,36448";"11,19717";"7,47304";"2,86900";"0,60726";"0,24786";"0,09914";"0,06816";"-"
"MU";"3303807";"Paraty (RJ)";"Vala";"0,16111";"0,16111";"0,14872";"0,01239";"-";"-";"-";"-";"-"
"MU";"3303807";"Paraty (RJ)";"Rio, lago, córrego ou mar";"0,80555";"0,80555";"0,62585";"0,15491";"0,01239";"0,01239";"-";"-";"-"
"MU";"3303807";"Paraty (RJ)";"Outra forma";"0,57628";"0,50812";"0,29124";"0,14872";"0,06197";"0,00620";"0,01859";"0,04957";"-"
"MU";"3303807";"Paraty (RJ)";"Não tinham banheiro nem sanitário";"0,08056";"-";"-";"-";"-";"-";"-";"-";"0,08056"
"MU";"3303856";"Paty do Alferes (RJ)";"Total";"100,00000";"99,84376";"72,28196";"21,73513";"4,06213";"1,76454";"0,11947";"0,00919";"0,02757"
"MU";"3303856";"Paty do Alferes (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"49,18666";"49,13151";"34,63836";"11,43277";"2,23325";"0,82713";"0,05514";"-";"-"
"MU";"3303856";"Paty do Alferes (RJ)";"Rede geral ou pluvial";"30,29133";"30,25457";"21,79947";"6,60785";"1,36017";"0,48709";"0,03676";"-";"-"
"MU";"3303856";"Paty do Alferes (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"18,89532";"18,87694";"12,83889";"4,82492";"0,87308";"0,34004";"0,01838";"-";"-"
"MU";"3303856";"Paty do Alferes (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"23,51806";"23,50887";"16,00956";"5,69801";"1,19474";"0,60656";"0,00919";"-";"-"
"MU";"3303856";"Paty do Alferes (RJ)";"Fossa rudimentar ou buraco";"9,87961";"9,86123";"7,50850";"1,81050";"0,34004";"0,20219";"0,01838";"-";"-"
"MU";"3303856";"Paty do Alferes (RJ)";"Vala";"8,44591";"8,43672";"6,85599";"1,36936";"0,18381";"0,02757";"0,00919";"-";"-"
"MU";"3303856";"Paty do Alferes (RJ)";"Rio, lago, córrego ou mar";"8,26211";"8,26211";"6,79166";"1,27746";"0,10109";"0,09190";"-";"-";"-"
"MU";"3303856";"Paty do Alferes (RJ)";"Outra forma";"0,68008";"0,64332";"0,47790";"0,14705";"0,00919";"0,00919";"0,02757";"0,00919";"-"
"MU";"3303856";"Paty do Alferes (RJ)";"Não tinham banheiro nem sanitário";"0,02757";"-";"-";"-";"-";"-";"-";"-";"0,02757"
"MU";"3303906";"Petrópolis (RJ)";"Total";"100,00000";"99,90022";"70,47894";"21,14137";"5,42139";"2,85852";"0,07484";"0,01478";"0,01016"
"MU";"3303906";"Petrópolis (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"75,93359";"75,89017";"53,39068";"16,48774";"4,11593";"1,89582";"0,03511";"0,00832";"-"
"MU";"3303906";"Petrópolis (RJ)";"Rede geral ou pluvial";"71,55435";"71,51185";"50,91650";"15,26359";"3,70295";"1,62882";"0,03511";"0,00739";"-"
"MU";"3303906";"Petrópolis (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"4,37924";"4,37831";"2,47418";"1,22415";"0,41298";"0,26700";"-";"0,00092";"-"
"MU";"3303906";"Petrópolis (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"8,31501";"8,30115";"4,84211";"1,97528";"0,79455";"0,68922";"0,01293";"0,00092";"-"
"MU";"3303906";"Petrópolis (RJ)";"Fossa rudimentar ou buraco";"3,63643";"3,62072";"2,68390";"0,64118";"0,16538";"0,13027";"0,01109";"0,00462";"-"
"MU";"3303906";"Petrópolis (RJ)";"Vala";"1,54936";"1,54752";"1,29437";"0,22635";"0,02033";"0,00647";"0,00185";"-";"-"
"MU";"3303906";"Petrópolis (RJ)";"Rio, lago, córrego ou mar";"10,32539";"10,31431";"8,12469";"1,76463";"0,30673";"0,11826";"0,01016";"0,00092";"-"
"MU";"3303906";"Petrópolis (RJ)";"Outra forma";"0,23005";"0,22635";"0,14320";"0,04619";"0,01848";"0,01848";"0,00370";"-";"-"
"MU";"3303906";"Petrópolis (RJ)";"Não tinham banheiro nem sanitário";"0,01016";"-";"-";"-";"-";"-";"-";"-";"0,01016"
"MU";"3303955";"Pinheiral (RJ)";"Total";"100,00000";"99,90924";"66,36034";"25,67506";"6,21738";"1,65646";"0,04538";"0,02269";"0,02269"
"MU";"3303955";"Pinheiral (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"91,58157";"91,53619";"60,63081";"23,81439";"5,63876";"1,45224";"0,04538";"-";"-"
"MU";"3303955";"Pinheiral (RJ)";"Rede geral ou pluvial";"89,58475";"89,55071";"59,54164";"23,20172";"5,43454";"1,37282";"0,03404";"-";"-"
"MU";"3303955";"Pinheiral (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"1,99682";"1,98548";"1,08918";"0,61266";"0,20422";"0,07942";"0,01135";"-";"-"
"MU";"3303955";"Pinheiral (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"2,76832";"2,75698";"1,58838";"0,77150";"0,29499";"0,10211";"-";"0,01135";"-"
"MU";"3303955";"Pinheiral (RJ)";"Fossa rudimentar ou buraco";"1,70184";"1,70184";"1,16860";"0,32902";"0,13615";"0,06807";"-";"-";"-"
"MU";"3303955";"Pinheiral (RJ)";"Vala";"1,41820";"1,41820";"1,22532";"0,14749";"0,03404";"0,01135";"-";"-";"-"
"MU";"3303955";"Pinheiral (RJ)";"Rio, lago, córrego ou mar";"2,35988";"2,35988";"1,67915";"0,55593";"0,10211";"0,02269";"-";"-";"-"
"MU";"3303955";"Pinheiral (RJ)";"Outra forma";"0,14749";"0,13615";"0,06807";"0,05673";"0,01135";"-";"-";"0,01135";"-"
"MU";"3303955";"Pinheiral (RJ)";"Não tinham banheiro nem sanitário";"0,02269";"-";"-";"-";"-";"-";"-";"-";"0,02269"
"MU";"3304003";"Piraí (RJ)";"Total";"100,00000";"99,89097";"68,34176";"23,92705";"5,64972";"1,97245";"0,09912";"0,00991";"-"
"MU";"3304003";"Piraí (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"73,48597";"73,42650";"49,47963";"18,37645";"4,24224";"1,32818";"0,05947";"-";"-"
"MU";"3304003";"Piraí (RJ)";"Rede geral ou pluvial";"67,82635";"67,77679";"46,10962";"16,78065";"3,73674";"1,14977";"0,04956";"-";"-"
"MU";"3304003";"Piraí (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"5,65963";"5,64972";"3,37001";"1,59580";"0,50550";"0,17841";"0,00991";"-";"-"
"MU";"3304003";"Piraí (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"14,46129";"14,45138";"9,70364";"3,36010";"0,88215";"0,50550";"0,00991";"-";"-"
"MU";"3304003";"Piraí (RJ)";"Fossa rudimentar ou buraco";"4,07374";"4,04401";"3,12221";"0,70374";"0,15859";"0,05947";"0,02974";"-";"-"
"MU";"3304003";"Piraí (RJ)";"Vala";"2,52751";"2,51759";"1,97245";"0,47577";"0,04956";"0,01982";"-";"0,00991";"-"
"MU";"3304003";"Piraí (RJ)";"Rio, lago, córrego ou mar";"5,09466";"5,09466";"3,91516";"0,89206";"0,26762";"0,01982";"-";"-";"-"
"MU";"3304003";"Piraí (RJ)";"Outra forma";"0,35682";"0,35682";"0,14868";"0,11894";"0,04956";"0,03965";"-";"-";"-"
"MU";"3304003";"Piraí (RJ)";"Não tinham banheiro nem sanitário";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"MU";"3304102";"Porciúncula (RJ)";"Total";"100,00000";"99,92213";"67,90220";"24,87152";"5,26398";"1,88444";"-";"0,07787";"-"
"MU";"3304102";"Porciúncula (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"75,12848";"75,12848";"48,27908";"20,65099";"4,56315";"1,63526";"-";"-";"-"
"MU";"3304102";"Porciúncula (RJ)";"Rede geral ou pluvial";"73,46208";"73,46208";"47,06432";"20,30836";"4,46971";"1,61969";"-";"-";"-"
"MU";"3304102";"Porciúncula (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"1,66641";"1,66641";"1,21476";"0,34263";"0,09344";"0,01557";"-";"-";"-"
"MU";"3304102";"Porciúncula (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"5,34185";"5,34185";"4,09594";"0,88771";"0,24918";"0,10902";"-";"-";"-"
"MU";"3304102";"Porciúncula (RJ)";"Fossa rudimentar ou buraco";"3,22380";"3,14593";"2,61641";"0,46722";"0,03115";"0,03115";"-";"0,07787";"-"
"MU";"3304102";"Porciúncula (RJ)";"Vala";"3,48855";"3,48855";"2,97461";"0,46722";"0,03115";"0,01557";"-";"-";"-"
"MU";"3304102";"Porciúncula (RJ)";"Rio, lago, córrego ou mar";"12,63043";"12,63043";"9,74926";"2,39838";"0,38935";"0,09344";"-";"-";"-"
"MU";"3304102";"Porciúncula (RJ)";"Outra forma";"0,18689";"0,18689";"0,18689";"-";"-";"-";"-";"-";"-"
"MU";"3304102";"Porciúncula (RJ)";"Não tinham banheiro nem sanitário";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"MU";"3304110";"Porto Real (RJ)";"Total";"100,00000";"99,88869";"69,97356";"24,69737";"4,16029";"1,05746";"0,09740";"-";"0,01391"
"MU";"3304110";"Porto Real (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"94,50397";"94,43440";"65,85502";"23,61208";"3,97941";"0,98789";"0,06957";"-";"-"
"MU";"3304110";"Porto Real (RJ)";"Rede geral ou pluvial";"92,66732";"92,59775";"64,61667";"23,13900";"3,88201";"0,96007";"0,06957";"-";"-"
"MU";"3304110";"Porto Real (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"1,83665";"1,83665";"1,23835";"0,47308";"0,09740";"0,02783";"-";"-";"-"
"MU";"3304110";"Porto Real (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"2,86629";"2,86629";"2,07319";"0,58439";"0,13914";"0,06957";"-";"-";"-"
"MU";"3304110";"Porto Real (RJ)";"Fossa rudimentar ou buraco";"1,32183";"1,32183";"1,05746";"0,22262";"0,04174";"-";"-";"-";"-"
"MU";"3304110";"Porto Real (RJ)";"Vala";"0,80701";"0,79310";"0,58439";"0,20871";"-";"-";"0,01391";"-";"-"
"MU";"3304110";"Porto Real (RJ)";"Rio, lago, córrego ou mar";"0,36176";"0,34785";"0,29219";"0,05566";"-";"-";"0,01391";"-";"-"
"MU";"3304110";"Porto Real (RJ)";"Outra forma";"0,12523";"0,12523";"0,11131";"0,01391";"-";"-";"-";"-";"-"
"MU";"3304110";"Porto Real (RJ)";"Não tinham banheiro nem sanitário";"0,01391";"-";"-";"-";"-";"-";"-";"-";"0,01391"
"MU";"3304128";"Quatis (RJ)";"Total";"100,00000";"99,80139";"71,43992";"21,50943";"5,24330";"1,60874";"0,11917";"0,01986";"0,05958"
"MU";"3304128";"Quatis (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"86,09732";"86,01787";"60,81430";"19,26514";"4,52830";"1,41013";"0,07944";"-";"-"
"MU";"3304128";"Quatis (RJ)";"Rede geral ou pluvial";"80,55611";"80,47666";"57,31877";"17,63654";"4,15094";"1,37041";"0,07944";"-";"-"
"MU";"3304128";"Quatis (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"5,54121";"5,54121";"3,49553";"1,62860";"0,37736";"0,03972";"-";"-";"-"
"MU";"3304128";"Quatis (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"3,21748";"3,21748";"2,30387";"0,43694";"0,35750";"0,11917";"-";"-";"-"
"MU";"3304128";"Quatis (RJ)";"Fossa rudimentar ou buraco";"2,12512";"2,10526";"1,68818";"0,35750";"0,03972";"0,01986";"0,01986";"-";"-"
"MU";"3304128";"Quatis (RJ)";"Vala";"1,21152";"1,21152";"0,99305";"0,19861";"0,01986";"-";"-";"-";"-"
"MU";"3304128";"Quatis (RJ)";"Rio, lago, córrego ou mar";"7,18967";"7,16981";"5,62066";"1,25124";"0,23833";"0,05958";"0,01986";"-";"-"
"MU";"3304128";"Quatis (RJ)";"Outra forma";"0,09930";"0,07944";"0,01986";"-";"0,05958";"-";"-";"0,01986";"-"
"MU";"3304128";"Quatis (RJ)";"Não tinham banheiro nem sanitário";"0,05958";"-";"-";"-";"-";"-";"-";"-";"0,05958"
"MU";"3304144";"Queimados (RJ)";"Total";"100,00000";"99,79304";"79,39747";"17,01193";"2,72175";"0,66189";"0,13863";"0,04491";"0,02343"
"MU";"3304144";"Queimados (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"88,87479";"88,77912";"70,50198";"15,24884";"2,44060";"0,58770";"0,08981";"0,00586";"-"
"MU";"3304144";"Queimados (RJ)";"Rede geral ou pluvial";"79,77625";"79,69815";"63,60388";"13,43890";"2,13406";"0,52131";"0,07419";"0,00390";"-"
"MU";"3304144";"Queimados (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"9,09854";"9,08097";"6,89810";"1,80995";"0,30654";"0,06638";"0,01562";"0,00195";"-"
"MU";"3304144";"Queimados (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"2,08525";"2,07158";"1,46631";"0,45102";"0,11129";"0,04295";"0,01367";"-";"-"
"MU";"3304144";"Queimados (RJ)";"Fossa rudimentar ou buraco";"2,25121";"2,22192";"1,90171";"0,27530";"0,03124";"0,01367";"0,01367";"0,01562";"-"
"MU";"3304144";"Queimados (RJ)";"Vala";"5,08425";"5,05496";"4,12558";"0,80833";"0,10543";"0,01562";"0,01757";"0,01171";"-"
"MU";"3304144";"Queimados (RJ)";"Rio, lago, córrego ou mar";"1,40578";"1,39993";"1,17539";"0,18939";"0,03319";"0,00195";"0,00195";"0,00390";"-"
"MU";"3304144";"Queimados (RJ)";"Outra forma";"0,27530";"0,26554";"0,22649";"0,03905";"-";"-";"0,00195";"0,00781";"-"
"MU";"3304144";"Queimados (RJ)";"Não tinham banheiro nem sanitário";"0,02343";"-";"-";"-";"-";"-";"-";"-";"0,02343"
"MU";"3304151";"Quissamã (RJ)";"Total";"100,00000";"99,83949";"71,44092";"22,63242";"4,09927";"1,66687";"0,07408";"0,06174";"0,02469"
"MU";"3304151";"Quissamã (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"76,93542";"76,88604";"53,46339";"18,63193";"3,40783";"1,38289";"0,03704";"0,01235";"-"
"MU";"3304151";"Quissamã (RJ)";"Rede geral ou pluvial";"74,10791";"74,05853";"51,71009";"17,75528";"3,27201";"1,32115";"0,03704";"0,01235";"-"
"MU";"3304151";"Quissamã (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"2,82751";"2,82751";"1,75330";"0,87665";"0,13582";"0,06174";"-";"-";"-"
"MU";"3304151";"Quissamã (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"15,45870";"15,43400";"12,26077";"2,59291";"0,43215";"0,14817";"-";"0,02469";"-"
"MU";"3304151";"Quissamã (RJ)";"Fossa rudimentar ou buraco";"7,07495";"7,02556";"5,29695";"1,34585";"0,24694";"0,13582";"0,03704";"0,01235";"-"
"MU";"3304151";"Quissamã (RJ)";"Vala";"0,28399";"0,27164";"0,24694";"0,02469";"-";"-";"-";"0,01235";"-"
"MU";"3304151";"Quissamã (RJ)";"Rio, lago, córrego ou mar";"0,14817";"0,14817";"0,13582";"0,01235";"-";"-";"-";"-";"-"
"MU";"3304151";"Quissamã (RJ)";"Outra forma";"0,07408";"0,07408";"0,03704";"0,02469";"0,01235";"-";"-";"-";"-"
"MU";"3304151";"Quissamã (RJ)";"Não tinham banheiro nem sanitário";"0,02469";"-";"-";"-";"-";"-";"-";"-";"0,02469"
"MU";"3304201";"Resende (RJ)";"Total";"100,00000";"99,86931";"62,36024";"27,42340";"7,35370";"2,73197";"0,08712";"0,03734";"0,00622"
"MU";"3304201";"Resende (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"93,85152";"93,77684";"57,91068";"26,20989";"7,09648";"2,55979";"0,04771";"0,02697";"-"
"MU";"3304201";"Resende (RJ)";"Rede geral ou pluvial";"91,70660";"91,63814";"56,08522";"25,97341";"7,06329";"2,51623";"0,04356";"0,02489";"-"
"MU";"3304201";"Resende (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"2,14492";"2,13869";"1,82546";"0,23648";"0,03319";"0,04356";"0,00415";"0,00207";"-"
"MU";"3304201";"Resende (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"2,05779";"2,05364";"1,31516";"0,52897";"0,12239";"0,08712";"0,00207";"0,00207";"-"
"MU";"3304201";"Resende (RJ)";"Fossa rudimentar ou buraco";"2,03497";"2,02045";"1,49978";"0,36094";"0,08505";"0,07468";"0,00830";"0,00622";"-"
"MU";"3304201";"Resende (RJ)";"Vala";"0,93555";"0,92310";"0,79034";"0,11617";"0,01452";"0,00207";"0,01245";"-";"-"
"MU";"3304201";"Resende (RJ)";"Rio, lago, córrego ou mar";"1,05171";"1,03512";"0,79656";"0,20122";"0,02904";"0,00830";"0,01452";"0,00207";"-"
"MU";"3304201";"Resende (RJ)";"Outra forma";"0,06223";"0,06016";"0,04771";"0,00622";"0,00622";"-";"0,00207";"-";"-"
"MU";"3304201";"Resende (RJ)";"Não tinham banheiro nem sanitário";"0,00622";"-";"-";"-";"-";"-";"-";"-";"0,00622"
"MU";"3304300";"Rio Bonito (RJ)";"Total";"100,00000";"99,86784";"69,05650";"23,69377";"5,02195";"2,09562";"0,08968";"0,02832";"0,01416"
"MU";"3304300";"Rio Bonito (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"76,81597";"76,77821";"50,32331";"19,93203";"4,60188";"1,92099";"0,03304";"0,00472";"-"
"MU";"3304300";"Rio Bonito (RJ)";"Rede geral ou pluvial";"41,55378";"41,52546";"26,65786";"11,24746";"2,47321";"1,14693";"0,02360";"0,00472";"-"
"MU";"3304300";"Rio Bonito (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"35,26219";"35,25275";"23,66546";"8,68457";"2,12866";"0,77406";"0,00944";"-";"-"
"MU";"3304300";"Rio Bonito (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"8,26922";"8,25034";"6,34351";"1,57172";"0,22183";"0,11328";"0,01888";"-";"-"
"MU";"3304300";"Rio Bonito (RJ)";"Fossa rudimentar ou buraco";"3,84670";"3,83254";"3,12928";"0,62302";"0,05192";"0,02832";"-";"0,01416";"-"
"MU";"3304300";"Rio Bonito (RJ)";"Vala";"6,83438";"6,79190";"5,87152";"0,84014";"0,07552";"0,00472";"0,03304";"0,00944";"-"
"MU";"3304300";"Rio Bonito (RJ)";"Rio, lago, córrego ou mar";"3,99301";"3,98829";"3,22367";"0,68910";"0,06136";"0,01416";"0,00472";"-";"-"
"MU";"3304300";"Rio Bonito (RJ)";"Outra forma";"0,22655";"0,22655";"0,16520";"0,03776";"0,00944";"0,01416";"-";"-";"-"
"MU";"3304300";"Rio Bonito (RJ)";"Não tinham banheiro nem sanitário";"0,01416";"-";"-";"-";"-";"-";"-";"-";"0,01416"
"MU";"3304409";"Rio Claro (RJ)";"Total";"100,00000";"99,90647";"70,70928";"23,74123";"3,95947";"1,49649";"0,04677";"0,03118";"0,01559"
"MU";"3304409";"Rio Claro (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"55,68200";"55,66641";"37,39673";"14,71551";"2,75916";"0,79501";"-";"0,01559";"-"
"MU";"3304409";"Rio Claro (RJ)";"Rede geral ou pluvial";"46,17303";"46,17303";"30,91193";"12,45518";"2,18239";"0,62354";"-";"-";"-"
"MU";"3304409";"Rio Claro (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"9,50896";"9,49337";"6,48480";"2,26033";"0,57677";"0,17147";"-";"0,01559";"-"
"MU";"3304409";"Rio Claro (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"8,27747";"8,27747";"5,39361";"2,19797";"0,37412";"0,31177";"-";"-";"-"
"MU";"3304409";"Rio Claro (RJ)";"Fossa rudimentar ou buraco";"8,19953";"8,18394";"6,68745";"1,24708";"0,12471";"0,12471";"0,01559";"-";"-"
"MU";"3304409";"Rio Claro (RJ)";"Vala";"2,50974";"2,50974";"1,94856";"0,48324";"0,06235";"0,01559";"-";"-";"-"
"MU";"3304409";"Rio Claro (RJ)";"Rio, lago, córrego ou mar";"25,05066";"25,03507";"19,12705";"5,05066";"0,62354";"0,23383";"0,01559";"-";"-"
"MU";"3304409";"Rio Claro (RJ)";"Outra forma";"0,26500";"0,23383";"0,15588";"0,04677";"0,01559";"0,01559";"0,01559";"0,01559";"-"
"MU";"3304409";"Rio Claro (RJ)";"Não tinham banheiro nem sanitário";"0,01559";"-";"-";"-";"-";"-";"-";"-";"0,01559"
"MU";"3304508";"Rio das Flores (RJ)";"Total";"100,00000";"99,87188";"72,35746";"21,17233";"4,26009";"2,08200";"0,06406";"0,03203";"0,03203"
"MU";"3304508";"Rio das Flores (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"73,83088";"73,73479";"52,33824";"16,75208";"3,29917";"1,34529";"0,06406";"0,03203";"-"
"MU";"3304508";"Rio das Flores (RJ)";"Rede geral ou pluvial";"67,39270";"67,32864";"47,75785";"15,37476";"3,04292";"1,15311";"0,03203";"0,03203";"-"
"MU";"3304508";"Rio das Flores (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"6,43818";"6,40615";"4,58040";"1,37732";"0,25625";"0,19218";"0,03203";"-";"-"
"MU";"3304508";"Rio das Flores (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"4,06791";"4,06791";"2,33824";"1,02498";"0,35234";"0,35234";"-";"-";"-"
"MU";"3304508";"Rio das Flores (RJ)";"Fossa rudimentar ou buraco";"2,75464";"2,75464";"2,43434";"0,25625";"0,03203";"0,03203";"-";"-";"-"
"MU";"3304508";"Rio das Flores (RJ)";"Vala";"1,34529";"1,34529";"1,05701";"0,22422";"0,06406";"-";"-";"-";"-"
"MU";"3304508";"Rio das Flores (RJ)";"Rio, lago, córrego ou mar";"17,96925";"17,96925";"14,18962";"2,91480";"0,51249";"0,35234";"-";"-";"-"
"MU";"3304508";"Rio das Flores (RJ)";"Outra forma";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"MU";"3304508";"Rio das Flores (RJ)";"Não tinham banheiro nem sanitário";"0,03203";"-";"-";"-";"-";"-";"-";"-";"0,03203"
"MU";"3304524";"Rio das Ostras (RJ)";"Total";"100,00000";"99,91874";"55,10166";"30,94517";"10,62656";"3,24536";"0,03047";"0,03555";"0,01524"
"MU";"3304524";"Rio das Ostras (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"62,45746";"62,44054";"36,14078";"18,44961";"6,13012";"1,72002";"0,00508";"0,01185";"-"
"MU";"3304524";"Rio das Ostras (RJ)";"Rede geral ou pluvial";"52,69261";"52,68415";"30,21720";"15,62410";"5,34629";"1,49655";"0,00339";"0,00508";"-"
"MU";"3304524";"Rio das Ostras (RJ)";"Fossa séptica ou fossa filtro ligada à rede";"9,76485";"9,75639";"5,92358";"2,82551";"0,78383";"0,22347";"0,00169";"0,00677";"-"
"MU";"3304524";"Rio das Ostras (RJ)";"Fossa séptica ou fossa filtro não ligada à rede";"34,22946";"34,21084";"16,58907";"11,82177";"4,34577";"1,45423";"0,01524";"0,00339";"-"
"MU";"3304524";"Rio das Ostras (RJ)";"Fossa rudimentar ou buraco";"2,20420";"2,19235";"1,49994";"0,51127";"0,12697";"0,05417";"0,00508";"0,00677";"-"
"MU";"3304524";"Rio das Ostras (RJ)";"Vala";"0,35044";"0,34197";"0,27256";"0,05587";"0,01185";"0,00169";"0,00339";"0,00508";"-"
"MU";"3304524";"Rio das Ostras (RJ)";"Rio, lago, córrego ou mar";"0,19130";"0,18961";"0,16083";"0,02539";"0,00169";"0,00169";"-";"0,00169";"-"
"MU";"3304524";"Rio das Ostras (RJ)";"Outra forma";"0,55190";"0,54343";"0,43847";"0,08126";"0,01016";"0,01354";"0,00169";"0,00677";"-"
"MU";"3304524";"Rio das Ostras (RJ)";"Não tinham banheiro nem sanitário";"0,01524";"-";"-";"-";"-";"-";"-";"-";"0,01524"
"MU";"3304557";"Rio de Janeiro (RJ)";"Total";"100,00000";"99,86623";"64,14081";"24,28039";"8,81676";"2,62826";"0,10497";"0,01687";"0,01194"
"MU";"3304557";"Rio de Janeiro (RJ)";"Rede geral, rede pluvial ou fossa ligada à rede";"94,89867";"94,80113";"60,21278";"23,45941";"8,61463";"2,51431";"0,08900";"0,00854";"-"
