"Tabela 9397 - Moradores em domicílios particulares permanentes ocupados, por existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio e por tipo de esgotamento sanitário, segundo grupos de idade e cor ou raça"
"Variável - Moradores em domicílios particulares permanentes ocupados (Pessoas)"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"Ano x Existência de banheiro ou sanitário e número de banheiros de uso exclusivo do domicílio x Tipo de esgotamento sanitário"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"2022"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"Total";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 1 banheiro";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 2 banheiros";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 3 banheiros";;;;;;;;;;"Tinham banheiro de uso exclusivo do domicílio - 4 banheiros ou mais";;;;;;;;;;"Apenas banheiro de uso comum a mais de um domicílio";;;;;;;;;;"Apenas sanitário ou buraco para dejeções, inclusive os localizados no terreno";;;;;;;;;;"Não tinham banheiro nem sanitário"
"Nível";"Cód.";"Unidade da Federação";"Grupo de idade";"Cor ou raça";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário";"Total";"Rede geral, rede pluvial ou fossa ligada à rede";"Rede geral ou pluvial";"Fossa séptica ou fossa filtro ligada à rede";"Fossa séptica ou fossa filtro não ligada à rede";"Fossa rudimentar ou buraco";"Vala";"Rio, lago, córrego ou mar";"Outra forma";"Não tinham banheiro nem sanitário"
"UF";"33";"Rio de Janeiro";"55 a 59 anos";"Branca";"2,79";"2,38";"2,19";"0,19";"0,20";"0,07";"0,06";"0,07";"0,01";"0,00";"2,79";"2,38";"2,19";"0,19";"0,20";"0,07";"0,06";"0,07";"0,01";"-";"1,44";"1,20";"1,10";"0,10";"0,10";"0,05";"0,04";"0,05";"0,00";"-";"0,86";"0,74";"0,68";"0,06";"0,07";"0,02";"0,01";"0,02";"0,00";"-";"0,35";"0,31";"0,29";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"-";"0,14";"0,12";"0,11";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"55 a 59 anos";"Preta";"0,99";"0,83";"0,75";"0,07";"0,06";"0,03";"0,04";"0,03";"0,00";"0,00";"0,99";"0,83";"0,75";"0,07";"0,06";"0,03";"0,04";"0,03";"0,00";"-";"0,70";"0,58";"0,53";"0,05";"0,04";"0,02";"0,03";"0,02";"0,00";"-";"0,23";"0,20";"0,18";"0,02";"0,02";"0,01";"0,01";"0,01";"0,00";"-";"0,05";"0,04";"0,04";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"55 a 59 anos";"Amarela";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"55 a 59 anos";"Parda";"2,50";"2,07";"1,87";"0,20";"0,18";"0,08";"0,09";"0,07";"0,01";"0,00";"2,50";"2,07";"1,87";"0,20";"0,18";"0,08";"0,09";"0,07";"0,01";"-";"1,70";"1,40";"1,27";"0,13";"0,11";"0,06";"0,07";"0,05";"0,01";"-";"0,62";"0,52";"0,46";"0,05";"0,05";"0,02";"0,02";"0,02";"0,00";"-";"0,14";"0,12";"0,10";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,04";"0,04";"0,03";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"55 a 59 anos";"Indígena";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"0,00";"0,00";"-";"0,00";"-";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"60 a 64 anos";"Total";"5,76";"4,85";"4,44";"0,41";"0,41";"0,16";"0,16";"0,15";"0,02";"0,00";"5,75";"4,85";"4,44";"0,41";"0,41";"0,16";"0,16";"0,15";"0,02";"-";"3,47";"2,89";"2,65";"0,24";"0,22";"0,12";"0,12";"0,11";"0,01";"-";"1,59";"1,36";"1,24";"0,12";"0,13";"0,04";"0,03";"0,03";"0,00";"-";"0,50";"0,44";"0,41";"0,03";"0,04";"0,01";"0,00";"0,01";"0,00";"-";"0,19";"0,16";"0,15";"0,01";"0,02";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"60 a 64 anos";"Branca";"2,63";"2,24";"2,07";"0,17";"0,19";"0,07";"0,05";"0,06";"0,01";"0,00";"2,62";"2,24";"2,07";"0,17";"0,19";"0,07";"0,05";"0,06";"0,01";"-";"1,33";"1,12";"1,03";"0,09";"0,09";"0,04";"0,04";"0,04";"0,00";"-";"0,82";"0,71";"0,65";"0,06";"0,07";"0,02";"0,01";"0,02";"0,00";"-";"0,33";"0,30";"0,28";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"-";"0,14";"0,12";"0,11";"0,01";"0,02";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"60 a 64 anos";"Preta";"0,88";"0,74";"0,68";"0,06";"0,05";"0,03";"0,03";"0,03";"0,00";"0,00";"0,88";"0,74";"0,68";"0,06";"0,05";"0,02";"0,03";"0,03";"0,00";"-";"0,62";"0,51";"0,47";"0,04";"0,03";"0,02";"0,03";"0,02";"0,00";"-";"0,21";"0,18";"0,16";"0,02";"0,01";"0,00";"0,01";"0,01";"0,00";"-";"0,04";"0,04";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"60 a 64 anos";"Amarela";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"-";"0,00";"-";"0,00";"0,00";"-";"-";"0,00";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"60 a 64 anos";"Parda";"2,23";"1,85";"1,69";"0,17";"0,16";"0,07";"0,08";"0,06";"0,01";"0,00";"2,23";"1,85";"1,68";"0,17";"0,16";"0,07";"0,08";"0,06";"0,01";"-";"1,51";"1,25";"1,14";"0,11";"0,10";"0,05";"0,06";"0,05";"0,01";"-";"0,56";"0,47";"0,42";"0,05";"0,05";"0,01";"0,02";"0,01";"0,00";"-";"0,12";"0,10";"0,09";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,04";"0,03";"0,03";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"60 a 64 anos";"Indígena";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"-";"0,00";"-";"-";"-";"0,00";"0,00";"-";"-";"-";"-";"0,00";"-";"-";"-";"0,00";"-";"-";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"65 a 69 anos";"Total";"4,71";"4,00";"3,67";"0,33";"0,33";"0,13";"0,13";"0,12";"0,01";"0,00";"4,71";"4,00";"3,67";"0,33";"0,33";"0,13";"0,12";"0,12";"0,01";"-";"2,76";"2,32";"2,13";"0,19";"0,17";"0,09";"0,09";"0,08";"0,01";"-";"1,35";"1,15";"1,05";"0,10";"0,11";"0,03";"0,03";"0,03";"0,00";"-";"0,44";"0,39";"0,36";"0,03";"0,03";"0,01";"0,00";"0,01";"0,00";"-";"0,16";"0,14";"0,12";"0,01";"0,02";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"65 a 69 anos";"Branca";"2,24";"1,93";"1,78";"0,15";"0,16";"0,06";"0,04";"0,05";"0,01";"0,00";"2,24";"1,92";"1,78";"0,15";"0,16";"0,06";"0,04";"0,05";"0,01";"-";"1,10";"0,93";"0,86";"0,07";"0,07";"0,04";"0,03";"0,03";"0,00";"-";"0,72";"0,62";"0,57";"0,05";"0,06";"0,01";"0,01";"0,01";"0,00";"-";"0,30";"0,27";"0,26";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"-";"0,12";"0,10";"0,09";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"65 a 69 anos";"Preta";"0,71";"0,60";"0,55";"0,05";"0,04";"0,02";"0,03";"0,02";"0,00";"0,00";"0,71";"0,60";"0,55";"0,05";"0,04";"0,02";"0,03";"0,02";"0,00";"-";"0,49";"0,41";"0,38";"0,03";"0,03";"0,01";"0,02";"0,02";"0,00";"-";"0,17";"0,15";"0,13";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,04";"0,03";"0,03";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"65 a 69 anos";"Amarela";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"65 a 69 anos";"Parda";"1,75";"1,46";"1,33";"0,13";"0,12";"0,05";"0,06";"0,05";"0,01";"0,00";"1,75";"1,46";"1,33";"0,13";"0,12";"0,05";"0,06";"0,05";"0,01";"-";"1,17";"0,97";"0,89";"0,08";"0,07";"0,04";"0,04";"0,04";"0,00";"-";"0,45";"0,38";"0,34";"0,04";"0,04";"0,01";"0,01";"0,01";"0,00";"-";"0,10";"0,08";"0,07";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,03";"0,03";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"65 a 69 anos";"Indígena";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"70 a 74 anos";"Total";"3,49";"2,98";"2,74";"0,24";"0,23";"0,09";"0,09";"0,09";"0,01";"0,00";"3,48";"2,98";"2,74";"0,24";"0,23";"0,09";"0,09";"0,09";"0,01";"-";"1,97";"1,67";"1,53";"0,13";"0,12";"0,06";"0,06";"0,06";"0,01";"-";"1,02";"0,88";"0,81";"0,07";"0,07";"0,02";"0,02";"0,02";"0,00";"-";"0,36";"0,32";"0,30";"0,02";"0,03";"0,00";"0,00";"0,00";"0,00";"-";"0,13";"0,11";"0,10";"0,01";"0,02";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"70 a 74 anos";"Branca";"1,78";"1,54";"1,43";"0,11";"0,12";"0,04";"0,03";"0,04";"0,00";"0,00";"1,78";"1,54";"1,43";"0,11";"0,12";"0,04";"0,03";"0,04";"0,00";"-";"0,84";"0,72";"0,66";"0,05";"0,05";"0,03";"0,02";"0,03";"0,00";"-";"0,58";"0,50";"0,47";"0,04";"0,04";"0,01";"0,01";"0,01";"0,00";"-";"0,26";"0,24";"0,22";"0,01";"0,02";"0,00";"0,00";"0,00";"0,00";"-";"0,10";"0,09";"0,08";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"70 a 74 anos";"Preta";"0,49";"0,42";"0,38";"0,03";"0,03";"0,01";"0,02";"0,01";"0,00";"0,00";"0,49";"0,42";"0,38";"0,03";"0,03";"0,01";"0,02";"0,01";"0,00";"-";"0,34";"0,28";"0,26";"0,02";"0,02";"0,01";"0,01";"0,01";"0,00";"-";"0,12";"0,11";"0,10";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,03";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"70 a 74 anos";"Amarela";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"70 a 74 anos";"Parda";"1,20";"1,01";"0,92";"0,09";"0,08";"0,04";"0,04";"0,03";"0,00";"0,00";"1,20";"1,01";"0,92";"0,09";"0,08";"0,04";"0,04";"0,03";"0,00";"-";"0,79";"0,66";"0,61";"0,06";"0,05";"0,03";"0,03";"0,02";"0,00";"-";"0,32";"0,27";"0,24";"0,03";"0,02";"0,01";"0,01";"0,01";"0,00";"-";"0,07";"0,06";"0,05";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,02";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"70 a 74 anos";"Indígena";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"UF";"33";"Rio de Janeiro";"75 a 79 anos";"Total";"2,20";"1,90";"1,76";"0,14";"0,14";"0,05";"0,05";"0,05";"0,01";"0,00";"2,20";"1,90";"1,76";"0,14";"0,13";"0,05";"0,05";"0,05";"0,01";"-";"1,20";"1,02";"0,94";"0,08";"0,07";"0,04";"0,04";"0,04";"0,00";"-";"0,66";"0,58";"0,53";"0,04";"0,04";"0,01";"0,01";"0,01";"0,00";"-";"0,25";"0,23";"0,21";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,09";"0,08";"0,07";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"75 a 79 anos";"Branca";"1,21";"1,06";"0,99";"0,07";"0,07";"0,03";"0,02";"0,03";"0,00";"0,00";"1,21";"1,06";"0,99";"0,07";"0,07";"0,03";"0,02";"0,03";"0,00";"-";"0,55";"0,47";"0,44";"0,03";"0,03";"0,02";"0,01";"0,02";"0,00";"-";"0,40";"0,35";"0,33";"0,02";"0,03";"0,01";"0,00";"0,01";"0,00";"-";"0,19";"0,17";"0,17";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,07";"0,06";"0,06";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"75 a 79 anos";"Preta";"0,28";"0,24";"0,22";"0,02";"0,02";"0,01";"0,01";"0,01";"0,00";"0,00";"0,28";"0,24";"0,22";"0,02";"0,02";"0,01";"0,01";"0,01";"0,00";"-";"0,19";"0,16";"0,15";"0,01";"0,01";"0,01";"0,01";"0,01";"0,00";"-";"0,07";"0,06";"0,06";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"-";"0,00";"-";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"0,00"
"UF";"33";"Rio de Janeiro";"75 a 79 anos";"Amarela";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
