Ano,Codigo do IBGE,Município,Sigla UF,População Total Residente,População Urbana Residente,População total atendida com abastecimento de água,População urbana atendida com rede de abastecimento de água,Atendimento da população urbana com rede de abastecimento de água,Atendimento da população total com rede de abastecimento de água,População total atendida com esgotamento sanitário,População urbana atendida com rede de esgotamento sanitário,Extensão de rede de distribuição de água,Extensão da rede pública de esgotamento sanitário,Quantidade de ligações ativas de água,Quantidade de ligações ativas de esgoto,Volume de água produzido,Volume de água tratada em ETAs,Volume de água consumido,Volume de água tratada por simples desinfecção,Volume de água tratada importado,Volume de água tratada exportado,Volume de água fluoretada,Extensão de rede de distribuição de água,Volume total de esgoto coletado,Volume total de esgoto tratado ,Volume total de esgoto bruto exportado ,Volume total de esgoto bruto importado para tratamento ,Extensão da rede pública de esgotamento sanitário,Atendimento da população urbana com rede coletora de esgoto,Esgoto tratado referido ao esgoto coletado,Perda na Distribuição de Água,Índice de Macromedição,Índice de Hidrometração,Investimento Total (prestador + município + estado),Investimento per Capita,População Rural Residente,Quantidade de domicílios totais,Quantidade de domicílios urbanos,Quantidade de domicílios rurais,Área do município,Cobertura da população total com coleta de resíduos sólidos domiciliares,Cobertura da população urbana com coleta de resíduos sólidos domiciliares,Cobertura da população rural com coleta de resíduos sólidos domiciliares,Cobertura da população urbana com coleta direta de resíduos sólidos,Cobertura da população total com coleta seletiva de resíduos sólidos,Cobertura da população urbana com coleta seletiva direta de resíduos sólidos,Incidência do transbordo de resíduos sólidos urbanos,Capacidade média utilizada dos veículos motorizados na coleta de RSU,Quantidade média de pontos de entrega voluntária (PEV) de recicláveis por mil habitantes,Massa média per capita de resíduos sólidos urbanos coletados,Massa média per capita de resíduos sólidos domiciliares coletados,Massa média per capita de resíduos de limpeza urbana coletados,Massa média per capita de resíduos domiciliares coletados na coleta seletiva,Massa média per capita de resíduos domiciliares secos e orgânicos recuperados,Desempenho da coleta seletiva,Disposição final inadequada de resíduos sólidos urbanos,Recuperação de recicláveis secos em relação à composição gravimétrica,Recuperação de recicláveis orgânicos em relação à composição gravimétrica,Recuperação de recicláveis secos e orgânicos em relação ao total coletado,Recuperação de recicláveis secos em relação ao total coletado,Recuperação de recicláveis orgânicos em relação ao total coletado
2015,3305307,São Sebastião do Alto,RJ,,4694,4665,2419,"51,50","51,52",,,26,,1446,,584,584,329,0,0,0,0,16,,,,,,,,"43,66",0,"99,44","2.028,05","0,43",,,,,,,,,,,,,,,,,,,,,,,,,,
2015,3305406,Sapucaia,RJ,,13334,16301,12346,"92,60","92,59",,,56,,4740,,1748,1748,1163,0,0,40,0,"11,20",,,,,,,,"33,47",0,"99,99","396.634,45","29,75",,,,,,,,,,,,,,,,,,,,,,,,,,
2015,3305505,Saquarema,RJ,,78167,75561,74720,"95,60","91,75",60436,60052,418,55,12249,9021,0,0,2917,0,3500,0,0,23,1652,1652,0,0,"4,02","56,62",100,"16,65",0,"99,55",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,3305554,Seropédica,RJ,,68154,58683,48250,"70,80","70,79",27572,27572,"288,90",53,13939,6315,6825,0,4499,6825,0,0,6825,"19,80",1683,0,0,0,"8,02","37,41",0,"30,61",100,"33,79","4.270.499,11","62,66",,,,,,,,,,,,,,,,,,,,,,,,,,
2015,3305604,Silva Jardim,RJ,,16089,16929,15971,"99,30","79,45",9903,9482,80,22,2594,2221,0,0,527,0,700,0,0,16,287,287,0,0,"8,92","54,50",100,"24,68",0,"99,01",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,3305703,Sumidouro,RJ,,5523,4606,1682,"30,50","30,45",4700,4500,27,"8,50",1472,1952,428,428,354,0,0,0,0,"15,40",780,0,0,0,"3,99",100,0,"17,29",0,"99,86","215.007,54","38,93",,,,,,,,,,,,,,,,,,,,,,,,,,
2015,3305752,Tanguá,RJ,,28940,21964,19603,"67,70","67,74",10126,10126,17,13,4439,1995,1610,1610,1240,0,0,0,0,"3,60",422,0,0,0,"6,14","34,03",0,"22,98",0,"16,90","59.624,54","2,06",,,,,,,,,,,,,,,,,,,,,,,,,,
2015,3305802,Teresópolis,RJ,,154523,150817,134663,"87,20","87,15",34671,34671,395,60,28613,6037,16232,16232,11298,0,0,0,0,"12,30",1952,0,0,0,"9,12","17,28",0,"30,40",0,"99,07","161.026,82","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,
2015,3305901,Trajano de Moraes,RJ,,4808,2874,1335,"27,80","27,77",,,10,,871,,328,328,164,0,0,0,328,"9,80",,,,,,,,50,0,"41,95","86.394,74","17,97",,,,,,,,,,,,,,,,,,,,,,,,,,
2015,3306008,Três Rios,RJ,,76943,79250,75165,"97,70","99,98",78500,75165,"266,82","225,35",23737,17227,"9.585,96",9586,6725,0,0,"106,83","9.585,96","7,20",9115,292,0,0,"8,13",100,"3,21","28,35",100,"97,99","2.357.469,67","30,64",,,,,,,,,,,,,,,,,,,,,,,,,,
2015,3306107,Valença,RJ,,63854,66590,57674,"90,30","90,32",29574,29574,155,58,16965,6877,5124,5124,4305,0,0,0,0,"8,40",1401,0,0,0,"8,47","32,54",0,"13,10",0,"77,46","278.445,69","4,36",,,,,,,,,,,,,,,,,,,,,,,,,,
2015,3306156,Varre-Sai,RJ,,6356,6079,3715,"58,50","58,44",,,18,,983,,472,472,378,0,0,0,0,"10,10",,,,,,,,"19,92",0,"99,54","9.329,01","1,47",,,,,,,,,,,,,,,,,,,,,,,,,,
2015,3306206,Vassouras,RJ,,23888,33751,22755,"95,30","95,26",18901,18901,150,29,9469,1737,3545,3362,2091,183,0,0,0,"14,10",539,79,0,0,"15,83","25,78","14,66","39,51",0,"97,41","14.716.150,48","616,05",,,,,,,,,,,,,,,,,,,,,,,,,,
2015,3306305,Volta Redonda,RJ,,262851,262851,262851,100,"99,95",260222,260222,"1.018,37","887,51",78544,71018,"38.793,24",36317,17882,0,0,"1.593,71","36.317,41","11,40",14306,3148,0,0,"10,65","87,83",22,"50,76","93,34","99,07",24498011,"93,20",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3300100,Angra dos Reis,RJ,,184476,181363,174246,"94,50","94,70",81665,78398,"460,37",232,42356,20416,"22.015,83",817,18105,"16.970,46","2.810,21",5662,0,"9,30",5962,599,0,0,"11,03","47,91","10,04","27,07",0,"36,71","130.129,90","0,71",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3300159,Aperibé,RJ,,9701,10828,9413,97,"97,03",9701,9701,"38,88",20,3378,2640,950,950,713,0,470,0,0,"10,20",486,486,0,0,"7,58","68,16",100,"49,79",0,"97,81","59.569,32","6,14",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3300209,Araruama,RJ,,118780,119285,118160,"99,50","95,47",83307,82710,839,117,43090,28430,"21.969,50",21970,10660,0,0,0,0,15,5963,5963,0,0,"3,13","55,94",100,"47,78","95,10","99,42","9.328.928,61","78,54",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3300225,Areal,RJ,,10475,12058,10475,100,100,,,38,,2370,,"854,85",679,670,"175,68",0,0,0,"14,20",,,,,,,,"21,60",0,"94,63","112.946,19","10,78",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3300233,Armação dos Búzios,RJ,,31674,30762,30762,"97,10","97,12",24433,24433,278,54,13434,13434,"3.938,45",3938,3141,0,0,0,"3.938,45","19,10",2724,2724,0,0,"3,54","86,72",100,"4,92",100,"99,24","14.504.242,10","457,92",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3300258,Arraial do Cabo,RJ,,29077,28240,28240,"97,10","97,12",22430,22430,143,0,12002,12002,"2.831,04",2831,1650,0,0,0,"2.831,04","11,10",1464,1464,0,0,0,"88,69",100,"30,50",100,"99,41","4.438.872,58","152,66",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3300308,Barra do Piraí,RJ,,94260,96559,93483,"99,20","99,39",93694,93694,"230,80","113,80",31331,25026,"8.203,56",8204,1889,0,0,0,0,7,1218,0,0,0,"4,38","64,49",0,"76,98","4,25","32,69",248566,"2,64",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3300407,Barra Mansa,RJ,,178485,177813,176193,"98,70","98,72",160254,152742,"648,35",674,45770,38161,"15.470,31",15318,7609,"152,71","1.647,62",0,"14.377,05","13,20",9900,300,0,0,"11,65",100,"3,03","54,73","83,99","99,57","102.992,37","0,58",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3300456,Belford Roxo,RJ,,494141,386038,386038,"78,10","78,12",196679,196679,"557,97",418,83309,42274,62207,53602,31798,8605,0,0,53602,"5,90",12183,10782,0,0,"8,80","38,31","88,50","46,19",100,"37,99","21.522.942,70","43,56",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3300506,Bom Jardim,RJ,,15923,16687,10056,"63,20","63,15",17000,15000,"79,92",1,4613,9,1846,1846,1194,0,0,0,1846,"15,90",1000,7,17,6,"95,24","83,75","2,14","35,32",0,"99,93","1.972.568,38","123,88",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3300605,Bom Jesus do Itabapoana,RJ,,30451,32981,27874,"91,50","91,54",33500,29800,"66,96",81,8977,13780,4394,4394,3226,0,0,0,0,"6,80",2720,0,3487,0,"5,74","84,31",0,"26,58",0,"82,33","521.836,04","17,14",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3300704,Cabo Frio,RJ,,160147,155535,155535,"97,10","73,27",123537,123537,1122,38,71326,71326,"18.935,93",18936,9555,0,0,0,"18.935,93","14,40",8816,8816,0,0,"0,53","92,27",100,"40,21",100,"97,46","26.277.990,67","164,09",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3300803,Cachoeiras de Macacu,RJ,,48959,49006,48325,"98,70","86,58",32000,28420,"329,76",123,14989,6230,13322,0,12460,12738,0,9646,0,"19,60",1711,0,0,0,"16,25","60,79",0,"6,47",0,"2,36","6.205,14","0,13",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3300902,Cambuci,RJ,,11290,11865,9036,80,"80,04",8100,8100,"65,88",580,3972,2980,1206,950,871,0,0,0,0,"14,90",1080,0,0,0,"193,33",100,0,"27,78",0,"98,21","33.507,74","2,97",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3300936,Carapebus,RJ,,12068,4388,3463,"28,70","28,69",15293,12068,"25,92",20,1293,4300,386,386,221,0,0,0,0,"18,10",438,438,0,0,"4,44",100,100,"42,75",0,"90,46","156.205,14","12,94",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3301009,Campos dos Goytacazes,RJ,,439904,462826,439904,100,95,395914,395914,1315,776,97901,56151,"33.316,30",32845,17529,"471,80",0,0,33073,"10,30",10865,10865,0,0,"10,96","61,98",100,"41,13",100,"99,24","19.931.669,74","45,31",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3301108,Cantagalo,RJ,,13949,15562,11004,"78,90","78,89",14500,13000,"71,28","34,51",4632,3536,318,318,1132,0,1194,0,0,"13,90",911,151,0,0,"9,44","80,48","16,57","25,13",0,"91,05","112.292,22","8,05",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3301157,Cardoso Moreira,RJ,,8714,8559,5948,"68,30","68,26",2710,1813,"35,64","6,61",2954,928,1258,1201,579,57,0,0,0,11,99,76,0,0,"7,12","17,08","77,12","53,97",0,"80,05","171.092,37","19,63",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3301306,Casimiro de Abreu,RJ,,33217,41215,33617,100,100,27197,27197,"144,28",61,12425,6154,"12.100,03",12100,9103,0,0,7116,"1.804,03","10,60",1530,599,0,0,"8,48","76,98","39,17","24,77",,"87,36","651.035,31","19,60",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3301504,Cordeiro,RJ,,20570,21115,20528,"99,80","99,80",9675,9675,"78,84",24,6085,2486,2872,2872,2547,0,0,994,2001,12,832,711,0,0,"9,23","53,57","85,46","11,32",0,100,"2.618.231,82","127,28",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3301603,Duas Barras,RJ,,7888,8873,6280,"79,60","79,61",1581,1581,"15,12",9,2812,423,630,498,585,0,0,0,321,"5,10",80,60,0,0,"19,12","13,68",75,"7,14",0,"99,91","27.302,61","3,46",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3301702,Duque de Caxias,RJ,,883899,763791,763791,"86,40","86,12",392843,392843,"1.299,90",675,153467,76208,108839,79056,61851,29783,0,0,79056,"7,80",25577,2404,0,0,"8,38","41,35","9,40","38,77",100,"37,96","29.147.999,51","32,98",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3301801,Engenheiro Paulo de Frontin,RJ,,9727,7521,5411,"55,60","55,62",,,"51,84",,2483,,738,738,524,0,0,0,0,"14,60",,,,,,,,29,0,"98,72","471.419,81","48,47",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3301850,Guapimirim,RJ,,55178,41272,41272,"74,80","72,27",,,"108,75",,7989,,"2.838,24",2838,1392,0,0,0,0,"11,70",,,,,,,,"49,98",0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3301876,Iguaba Grande,RJ,,26430,25669,25669,"97,10","97,12",20388,20388,275,9,14230,14230,"2.845,92",2846,1400,0,0,0,"2.845,92","17,70",1053,1053,0,0,"0,58","75,23",100,"41,35",100,"97,38","2.616.962,72","99,01",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3301900,Itaboraí,RJ,,228038,184294,182099,"79,90","79,85",95873,95873,"396,36",120,43825,22480,15292,15292,11327,0,0,0,0,"7,70",4564,293,0,0,"4,58","40,29","6,42","25,93",0,"18,63","101.430,07","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3302007,Itaguaí,RJ,,115447,102917,98311,"85,20","85,16",49144,49144,"553,92",100,24122,11015,11183,0,7636,11183,0,0,11183,21,2650,0,0,0,"8,51","34,70",0,"26,22","76,32","51,12","285.436,33","2,47",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3302056,Italva,RJ,,10667,12387,9021,"84,60","84,57",11551,10201,"48,60",27,3713,1940,1936,1936,950,0,0,0,0,"12,30",1071,350,0,0,"13,18",100,"32,68","50,93",0,"69,54","504.852,38","47,33",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3302106,Itaocara,RJ,,17203,20962,15861,"92,20","92,20",16936,16936,"89,64","69,80",6718,8586,3604,3499,2375,105,62,0,0,"11,60",2106,0,0,0,"8,13","88,67",0,"35,22",0,"95,34","97.420,66","5,66",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3302205,Itaperuna,RJ,,91745,91763,84608,"92,20","92,22",24180,24180,"118,80",149,21930,5389,13282,13282,6175,0,0,0,0,"4,90",1291,592,0,0,"25,94","20,91","45,86","53,51",0,"92,07","8.297.550,55","90,44",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3302254,Itatiaia,RJ,,29448,30475,28951,"98,30",100,2075,2075,"106,60","65,50",8075,5391,5100,0,2524,5100,0,0,0,"12,30",1584,0,0,0,"12,15","62,76",0,"50,51",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3302270,Japeri,RJ,,100562,73870,73870,"73,50","73,46",,,"154,30",,20247,,9744,0,4317,9744,0,0,4780,"7,50",,,,,,,,"53,37",100,"11,60","1.415.184,11","14,07",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3302304,Laje do Muriaé,RJ,,5464,6831,5143,"94,10","94,13",1414,1414,"18,36",8,2041,451,754,754,442,0,0,0,0,8,77,0,0,0,"16,58","17,42",0,"41,38",0,"99,95","25.441,06","4,66",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3302403,Macaé,RJ,,234989,188321,184797,"78,60","78,64",46643,46643,"508,68",314,39880,5248,17300,17300,13294,0,0,0,0,"11,80",1394,1394,0,0,"9,10","10,48",100,"23,16",0,"64,40","35.485.179,39","151,01",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3302452,Macuco,RJ,,4722,5393,4701,"99,60","99,56",2559,2559,"31,32",7,2371,1004,794,794,557,0,0,0,794,12,191,0,0,0,"6,55","34,29",0,"29,85",0,100,"39.092,37","8,28",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3302502,Magé,RJ,,223755,185339,175485,"78,40","78,43",99152,99152,"285,12",163,33920,17275,14036,14036,10828,0,0,0,0,"7,60",4284,0,0,0,"8,83","39,56",0,"22,86",0,"4,20","1.694.660,28","7,57",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3302601,Mangaratiba,RJ,,36614,37105,32692,"89,30","89,29",5504,5504,"378,30",10,8300,1172,3641,0,3186,3641,0,0,3641,"42,30",345,0,0,0,"8,06","10,83",0,"6,92",0,"56,21","81.907,82","2,24",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3302700,Maricá,RJ,,147560,85411,84091,57,"56,99",16832,16832,"95,04",23,23581,4841,5538,5538,4038,0,0,0,0,"3,80",681,236,0,0,"4,60","16,86","34,65","27,09",0,"61,44",5792211,"39,25",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3302809,Mendes,RJ,,17875,17701,17701,99,"97,74",3879,3879,119,35,3931,3543,2489,2202,2202,287,0,0,0,"30,10",440,0,0,0,"9,86","19,98",0,"11,53",0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3302858,Mesquita,RJ,,171020,169290,169290,99,"98,99",84848,84848,"412,02",179,47110,22194,22004,22004,11434,0,0,0,22004,"8,60",3540,742,0,0,"8,33","30,96","20,96","45,30",100,"31,49","91.836,04","0,54",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3302908,Miguel Pereira,RJ,,21687,24830,21665,"99,90","99,90",11300,11300,"152,28","33,77",7264,3000,4418,4418,1549,0,0,0,0,"18,70",428,428,0,0,10,"27,63",100,"64,94",0,"99,22","152.646,38","7,04",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3303005,Miracema,RJ,,24523,26093,24049,"98,10","98,07",25865,23839,"77,76",55,8168,7374,3096,3096,1768,0,0,0,0,"8,30",1804,0,0,0,"7,46",100,0,"42,89",0,"88,11","214.681,10","8,75",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3303104,Natividade,RJ,,11969,12216,9757,"81,50","81,52",10840,10840,"38,88",40,3897,2400,1968,1875,874,93,0,0,0,"8,60",396,119,0,0,16,"45,27",30,"55,59",0,"94,13","205.505,69","17,17",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3303203,Nilópolis,RJ,,158319,157972,157972,"99,80","99,78",149999,149999,"248,10",190,35982,36800,21903,21903,12924,0,0,0,21903,"6,20",3450,0,0,0,"4,75","26,69",0,"37,89",100,"83,40","45.472.636,14","287,22",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3303302,Niterói,RJ,,497883,497883,497883,100,100,471916,471916,"1.308,60","748,40",88730,70667,0,0,37562,0,"57.048,67",0,0,"12,10",41846,41846,0,0,"9,42",100,100,"33,10",100,88,"17.042.144,07","34,23",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3303401,Nova Friburgo,RJ,,162015,162015,162015,100,"87,53",154460,154460,"695,70","421,20",40859,37871,"15.461,30",15461,8034,0,0,0,"13.895,80","14,10",7125,6674,0,0,"10,70","88,68","93,67","45,30",100,"97,07","14.541.899,79","89,76",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3303500,Nova Iguaçu,RJ,,788728,748010,739843,"93,80","93,80",359485,359485,"739,49",560,157152,77284,119667,90030,64645,29637,0,0,91226,"4,10",23208,0,0,0,"6,54","35,90",0,"43,14",100,"49,28","87.100.961,11","110,43",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3303609,Paracambi,RJ,,44331,36437,32260,"72,80","72,77",15756,15756,"95,58",48,9974,4142,3521,669,2604,2852,0,0,3521,"8,90",847,0,0,0,"11,12","32,53",0,"16,14","72,74","50,16","87.492,44","1,97",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3303708,Paraíba do Sul,RJ,,37609,41502,36522,"97,10","97,11",,,"119,88",,11099,,3424,3424,2908,0,122,0,0,"9,90",,,,,,,,"17,99",0,"97,43","3.111.043,01","82,72",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3303807,Paraty,RJ,,30228,30000,30000,"99,30","73,22",,,95,,7192,,4671,3622,4192,"570,20",0,0,"4.191,90","8,30",,,,,,,,"8,28","89,74","20,35","538.067,93","17,80",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3303856,Paty do Alferes,RJ,,18994,19930,14052,74,"73,98",17460,4800,"99,36","4,92",5700,88,2460,2460,1339,0,0,0,0,"15,60",515,3,0,0,"7,98","38,46","0,63","45,57",0,"99,23","11.789,76","0,62",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3303906,Petrópolis,RJ,,283416,281213,270996,"95,60","94,32",249618,247242,765,277,56764,44104,"14.420,19",14157,9522,263,0,0,"14.157,19","11,80",12575,10099,0,0,"5,35",100,"80,31","32,36",100,"99,93","10.244.332,10","36,15",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3303955,Pinheiral,RJ,,21630,22228,19970,"92,30","92,32",24076,21630,"157,68","48,60",6864,5499,2548,2548,1333,0,0,0,0,"20,10",1080,0,0,0,"7,52","81,02",0,"47,68",0,"90,29","2.606.113,05","120,49",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3304003,Piraí,RJ,,22241,26926,21320,"95,90","95,86",9923,9923,"195,48",28,8657,3014,3688,3515,1780,173,0,0,0,"20,10",576,321,0,0,"8,32","32,36","55,73","51,74",0,"87,47","84.353,37","3,79",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3304102,Porciúncula,RJ,,14200,17554,13729,"96,70","96,68",1420,1420,"42,12",4,5211,311,1968,1873,947,95,0,0,0,"7,10",200,0,0,0,"11,93","21,12",0,"51,88",0,"80,53","3.769.831,72","265,48",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3304110,Porto Real,RJ,,18446,17867,17662,"95,80","96,31",17682,17662,47,"44,50",6125,6180,"2.117,89",2117,2117,0,0,0,"260,72","7,40",1694,1152,0,0,"7,12","80,05",68,0,0,0,22000,"1,19",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3304128,Quatis,RJ,,12850,13666,12816,"99,70",100,13666,12816,"33,59","21,29",3808,3605,3801,3420,2633,"259,20",0,0,0,"7,70",2346,1407,0,0,"5,50","89,10","59,97","30,73",0,"95,68",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3304144,Queimados,RJ,,144525,118902,118902,"82,30","82,27",59271,59271,"385,75",132,31574,14740,15673,8287,9274,7386,0,0,11701,11,3419,0,0,0,"8,18","36,87",0,"37,71",100,"33,30","27.071.650,58","187,31",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3304151,Quissamã,RJ,,14847,19304,12394,"83,50","83,48",6535,6535,"78,84",23,5351,1876,1278,1278,986,0,0,0,0,"13,70",241,0,0,0,"11,69","24,44",0,"22,85",0,"82,11","86.514,39","5,83",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3304201,Resende,RJ,,118254,120454,118254,100,"95,53",120156,118254,487,390,35926,33979,10788,10749,7082,5,0,0,10749,"12,60",7078,4391,0,0,"10,22","99,94","62,04","30,84","99,64","99,09","7.788.640,12","65,86",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3304300,Rio Bonito,RJ,,43050,49882,37048,"86,10","86,06",43700,43050,41,"193,72",11739,7749,4698,4138,3412,560,0,0,0,3,2360,0,0,0,"22,50","69,16",0,"27,37",0,"56,25","2.493.912,45","57,93",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3304409,Rio Claro,RJ,,14105,12484,9865,"69,90","69,94",,,"50,76",,3730,,958,958,861,0,0,0,0,12,,,,,,,,"10,13",0,"96,75","42.194,94","2,99",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3304524,Rio das Ostras,RJ,,129165,128687,121659,"94,20","94,19",63324,62324,"119,88",232,34630,15581,0,0,5968,0,7874,0,0,"3,20",1587,1587,0,0,"14,88","26,60",100,"24,21",0,"76,23","29.039.278,92","224,82",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3304557,Rio de Janeiro,RJ,,6498837,6435405,6435405,99,"99,02",5534163,5534163,"10.891,20","6.665,05",1073813,819368,1087546,943486,768528,144060,0,0,1086279,"7,20",449064,342100,0,0,"7,22","58,43","76,18","25,36","99,55","69,12","363.870.339,58","55,99",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3304607,Santa Maria Madalena,RJ,,5861,5343,3071,"52,40","52,39",5910,5000,"17,28",6,1319,930,966,0,279,966,0,0,0,"12,40",110,110,0,0,6,"39,43",100,"71,12",0,"71,78","210.974,68","36,00",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3304706,Santo Antônio de Pádua,RJ,,31603,40827,30958,98,"98,98",,,195,,12670,,"4.978,34",4875,2768,"103,70",0,0,"4.522,22","13,10",,,,,,,,"44,40","6,77","98,52",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3304755,São Francisco de Itabapoana,RJ,,21034,30330,15470,"73,60","73,55",497,497,"91,80",1,9067,161,2856,0,1125,2856,0,0,0,"8,40",22,0,0,0,"5,41","1,96",0,"60,61",0,"61,34","109.101,96","5,19",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3304805,São Fidélis,RJ,,29800,29612,23409,"78,60","78,55",32798,24778,86,105,9367,14520,4186,4186,1999,0,0,0,0,"8,90",1758,0,0,0,"7,02","87,95",0,"52,25",0,"86,89","145.457,76","4,88",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3304904,São Gonçalo,RJ,,1043297,877963,877323,"84,10","84,09",397638,397638,"1.677,24",720,178451,77891,192740,192740,128570,0,0,57494,192740,"8,40",44540,9295,0,0,"8,44","62,67","20,87","29,78",100,"49,12","10.600.978,04","10,16",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3305000,São João da Barra,RJ,,27370,34519,27083,99,"98,95",38381,30867,"132,84","40,95",14574,2110,6220,2898,2876,3322,0,0,0,"8,50",759,300,0,0,"12,86","26,39","39,53","53,76",0,"80,53","1.890.149,67","69,06",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3305109,São João de Meriti,RJ,,460541,431241,431241,"93,60","93,64",285535,285535,"542,06","350,09",75747,35052,64954,64954,32780,0,0,0,64954,"6,30",8314,0,0,0,"7,33","25,36",0,"43,73",100,"66,76","22.247.250,47","48,31",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3305133,São José de Ubá,RJ,,3201,3886,1719,"53,70","53,70",,,"15,12",,1186,,378,378,261,0,0,0,0,"11,20",,,,,,,,"30,95",0,"99,83","114.397,94","35,74",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3305158,São José do Vale do Rio Preto,RJ,,9348,18030,9300,"99,50","85,79",,,76,,4504,,"777,28",0,622,0,0,0,0,"16,90",,,,,,,,20,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3305208,São Pedro da Aldeia,RJ,,92053,89402,89402,"97,10","90,79",71010,71010,452,54,36586,36586,"7.653,79",7654,4337,0,0,0,"7.653,79","11,50",3308,3308,0,0,"1,37","76,27",100,"32,44",100,"98,88","10.396.355,08","112,94",,,,,,,,,,,,,,,,,,,,,,,,,,
2016,3305307,São Sebastião do Alto,RJ,,4705,4703,2439,"51,80","51,82",,,"28,08",,1467,,582,582,297,0,0,0,0,"16,30",,,,,,,,"48,97",0,"99,97","16.133,36","3,43",,,,,,,,,,,,,,,,,,,,,,,,,,
